Crop,Region,Month,Fertilizer,N,P,K,Temperature(C),Humidity(%),Soil_pH,Moisture(%)
Maize,Goa,June,NPK 17:17:17,28.9,25.8,99.7,23.2,39.3,4.7,36.4
Maize,Assam,June,Triple Super Phosphate (TSP),23.7,69.8,95.0,45.0,64.0,7.0,46.5
Maize,Gujarat,March,Water Soluble NPK (13:40:13),49.0,22.5,0.8,33.6,45.5,8.7,14.1
Maize,Jharkhand,January,NPK 28:28:0,118.9,61.8,60.3,45.0,75.7,6.5,45.0
Maize,Madhya Pradesh,October,Zinc Oxysulphate,98.1,91.3,21.0,31.4,85.9,5.8,33.1
Maize,Andhra Pradesh,June,NPK 20:20:13,108.8,83.9,107.0,14.5,61.4,5.9,41.6
Maize,Haryana,September,Sulphur-Coated Urea,93.8,58.0,51.9,20.3,91.0,9.0,15.6
Maize,Goa,August,NPK 20:20:0,58.5,70.3,118.7,29.5,98.7,6.4,35.2
Maize,Gujarat,October,Diammonium Phosphate (DAP),44.1,57.7,7.2,41.3,47.9,8.2,30.6
Maize,Gujarat,January,Ammonium Chloride,40.4,91.1,117.3,41.8,96.8,7.2,27.3
Maize,Andhra Pradesh,February,Magnesium Sulphate,59.9,80.9,36.3,24.1,54.7,6.0,45.2
Maize,Chhattisgarh,July,NPK 20:20:0,66.1,45.3,19.9,39.3,48.0,6.5,38.8
Maize,Gujarat,August,Phosphobacteria,9.0,21.0,54.2,10.0,31.4,7.2,42.2
Maize,Karnataka,January,Copper Sulphate,22.6,58.1,45.7,34.0,59.0,7.9,39.4
Maize,Goa,April,Polymer Coated Urea,11.8,24.1,20.5,29.1,35.1,8.3,23.3
Maize,Karnataka,January,Bone Meal,52.0,76.4,54.2,22.8,78.1,7.8,34.9
Maize,Gujarat,June,Single Super Phosphate (SSP),111.7,27.4,1.7,35.9,23.4,6.1,18.0
Maize,Jharkhand,March,Monoammonium Phosphate (MAP),35.5,24.1,8.0,38.9,41.1,8.4,11.5
Maize,Maharashtra,March,Ammonium Chloride,89.2,92.7,78.2,28.0,22.4,8.9,24.3
Maize,Gujarat,May,Rhizobium Biofertilizer,1.5,16.3,40.3,37.2,72.9,7.3,37.2
Maize,Goa,October,Potash Mobilizing Biofertilizer,138.6,62.7,36.1,16.8,99.8,4.5,29.4
Maize,Karnataka,April,NPK 14:35:14,42.8,76.6,23.0,24.1,40.1,8.8,8.2
Maize,Maharashtra,June,NPK 14:28:14,9.8,18.2,29.1,11.7,60.2,8.6,44.7
Maize,Chhattisgarh,July,Azotobacter Biofertilizer,102.3,81.8,16.5,13.1,32.6,4.9,49.3
Maize,Himachal Pradesh,November,Ammonium Chloride,57.7,49.4,34.8,38.9,82.0,6.6,22.6
Maize,Haryana,February,Diammonium Phosphate (DAP),77.6,87.3,101.4,25.9,62.3,6.9,24.6
Maize,Arunachal Pradesh,January,NPK 12:32:16,2.1,74.1,114.5,36.7,96.8,7.5,32.8
Maize,Himachal Pradesh,March,Manganese Sulphate,110.4,27.3,49.7,23.5,89.9,7.0,46.5
Maize,Himachal Pradesh,July,Calcium Nitrate,10.9,63.2,1.1,43.0,46.3,4.9,19.6
Maize,Jharkhand,September,Farmyard Manure (FYM),80.5,59.1,100.8,37.8,21.3,5.4,18.6
Maize,Jharkhand,June,Urea,0.3,36.5,66.1,43.8,93.6,8.7,29.2
Maize,Himachal Pradesh,October,Green Manure,2.5,77.8,29.1,14.3,57.3,5.3,21.5
Maize,Gujarat,February,NPK 20:20:13,107.0,96.8,104.0,23.1,63.7,7.9,27.4
Maize,Haryana,July,Anhydrous Ammonia,22.9,53.4,47.3,19.1,59.7,4.7,18.4
Maize,Jharkhand,February,Copper Sulphate,114.5,13.7,105.8,26.9,82.2,8.9,31.9
Maize,Kerala,May,NPK 28:28:0,3.7,42.7,16.1,41.7,49.9,5.7,48.8
Maize,Chhattisgarh,April,Rock Phosphate,121.6,78.2,32.2,25.1,42.3,7.7,27.3
Maize,Arunachal Pradesh,April,Pyrites,118.8,22.0,70.4,37.1,40.0,6.9,27.7
Barley,Assam,November,Water Soluble NPK (13:40:13),101.4,51.6,97.3,19.2,38.2,5.0,39.7
Barley,Gujarat,March,Potassium Nitrate,27.0,43.5,69.5,18.5,78.8,4.6,13.7
Barley,Gujarat,May,Water Soluble NPK (19:19:19),60.5,52.0,97.7,31.5,82.5,8.2,23.9
Barley,Assam,November,Farmyard Manure (FYM),26.4,68.1,94.0,13.8,34.9,6.4,5.1
Barley,Bihar,February,NPK 14:28:14,102.9,17.8,100.2,13.8,48.5,7.4,23.6
Barley,Maharashtra,October,Water Soluble NPK (19:19:19),4.7,15.4,64.7,10.4,69.5,6.8,36.9
Barley,Madhya Pradesh,April,Molybdenum (Ammonium Molybdate),122.4,62.9,71.6,13.5,84.7,5.7,46.5
Barley,Goa,July,Sulphur-Coated Urea,93.6,45.9,58.1,14.7,77.3,8.3,45.4
Barley,Bihar,January,Ferrous Sulphate,38.3,48.8,88.4,45.0,65.3,4.7,23.5
Barley,Chhattisgarh,March,NPK 28:28:0,120.9,62.0,50.5,31.8,21.6,7.0,42.0
Barley,Madhya Pradesh,February,Azotobacter Biofertilizer,70.7,24.9,61.5,38.8,46.6,5.0,22.4
Barley,Arunachal Pradesh,September,Gypsum,133.7,30.5,108.6,30.4,21.5,7.5,18.3
Barley,Gujarat,December,Sulphate of Potash (SOP),74.7,20.7,10.7,39.1,41.2,8.5,16.8
Barley,Chhattisgarh,August,Calcium Nitrate,48.0,89.0,27.3,21.3,60.0,7.5,39.2
Barley,Madhya Pradesh,October,Sulfur Coated Urea,131.1,63.7,7.2,32.7,97.6,6.1,37.1
Barley,Maharashtra,October,NPK 17:17:17,86.9,97.4,17.1,28.4,44.7,8.5,24.6
Barley,Chhattisgarh,August,Vermicompost,104.9,38.0,83.0,42.9,98.1,5.3,37.8
Barley,Gujarat,May,Single Super Phosphate (SSP),37.0,94.2,45.6,14.9,47.3,6.7,12.3
Barley,Chhattisgarh,January,Calcium Ammonium Nitrate (CAN),138.4,23.7,76.8,20.8,51.1,5.1,32.2
Barley,Kerala,June,Calcium Ammonium Nitrate (CAN),123.8,68.7,94.8,21.2,52.9,5.3,13.4
Barley,Assam,November,Manganese Sulphate,115.7,91.7,81.2,19.8,66.0,8.2,39.8
Barley,Arunachal Pradesh,July,Diammonium Phosphate (DAP),87.7,4.7,24.9,37.6,89.0,8.2,11.6
Barley,Maharashtra,March,NPK 19:19:19,6.5,67.1,62.6,31.0,31.4,8.9,40.3
Barley,Madhya Pradesh,September,Magnesium Sulphate,25.6,15.3,85.4,24.7,60.2,7.9,45.7
Barley,Himachal Pradesh,April,NPK 15:15:15,37.5,59.6,60.0,24.7,45.5,8.0,40.1
Barley,Haryana,March,Sulphur-Coated Urea,113.6,70.9,114.2,10.6,23.7,7.2,45.7
Barley,Maharashtra,April,NPK 12:32:16,61.6,43.1,118.6,28.0,27.8,5.3,31.0
Barley,Kerala,July,Double Super Phosphate (DSP),75.3,35.6,62.1,35.9,25.1,7.6,5.5
Barley,Goa,December,Boron Fortified NPK,41.4,96.3,116.6,21.2,57.5,6.0,12.7
Barley,Assam,July,Single Super Phosphate (SSP),129.4,98.3,94.6,10.9,98.6,5.7,31.0
Barley,Madhya Pradesh,April,NPK 16:20:0,90.5,64.5,66.3,23.2,33.2,5.3,25.2
Barley,Gujarat,June,Double Super Phosphate (DSP),120.9,30.7,80.7,27.6,39.9,8.1,40.7
Barley,Andhra Pradesh,March,Copper Sulphate,10.5,53.8,34.2,22.7,54.8,7.9,28.2
Barley,Bihar,October,NPK 10:26:26,77.9,89.4,81.3,30.3,72.7,7.3,34.2
Barley,Madhya Pradesh,December,Phosphobacteria,44.7,53.2,13.3,43.9,77.1,5.2,20.0
Barley,Kerala,November,NPK 15:15:15,30.2,8.3,60.8,42.1,87.7,6.4,36.2
Barley,Chhattisgarh,July,NPK 30:10:10,46.9,74.8,23.4,39.3,86.4,8.1,5.5
Barley,Chhattisgarh,February,Potassium Nitrate,34.5,95.7,15.1,10.8,64.2,8.0,45.6
Barley,Assam,October,NPK 30:10:10,67.2,45.3,64.5,33.7,25.1,6.1,6.7
Barley,Chhattisgarh,March,Azotobacter Biofertilizer,75.4,30.1,90.5,27.5,71.4,4.8,32.1
Barley,Maharashtra,June,Diammonium Phosphate (DAP),27.2,69.5,5.1,12.4,81.2,4.9,20.3
Barley,Kerala,January,NPK 15:15:15,85.2,53.3,3.5,24.2,98.8,8.3,45.9
Barley,Maharashtra,November,Azotobacter Biofertilizer,30.5,33.0,106.2,11.1,45.2,6.2,18.0
Barley,Madhya Pradesh,October,Zinc Fortified Urea,64.2,67.3,118.4,44.3,59.3,7.9,8.0
Barley,Chhattisgarh,October,Zinc Oxysulphate,135.3,76.5,65.6,27.2,43.9,6.1,30.4
Barley,Goa,December,Dolomite,38.8,62.3,118.8,30.1,41.3,8.0,43.1
Barley,Karnataka,October,Azotobacter Biofertilizer,56.8,63.3,6.2,12.5,75.6,5.8,28.5
Barley,Jharkhand,July,Sulphur-Coated Urea,108.1,86.3,74.6,12.3,27.1,7.4,34.1
Barley,Goa,February,Farmyard Manure (FYM),27.2,26.8,96.2,34.3,83.3,7.5,9.8
Barley,Bihar,June,Farmyard Manure (FYM),60.2,85.0,52.4,39.5,51.9,5.0,45.9
Barley,Bihar,June,Monoammonium Phosphate (MAP),1.1,23.6,102.8,16.3,55.0,7.3,14.5
Barley,Kerala,November,Compost,55.6,16.5,95.7,11.4,40.2,8.8,30.7
Barley,Madhya Pradesh,September,Rhizobium Biofertilizer,27.3,94.6,74.2,40.8,81.4,5.3,10.5
Barley,Andhra Pradesh,May,Sulfur Coated Urea,1.1,31.8,8.9,15.3,98.5,8.5,23.8
Barley,Karnataka,October,NPK 17:17:17,26.3,66.0,15.0,38.4,61.5,8.3,35.8
Barley,Andhra Pradesh,July,Zinc EDTA,19.8,13.9,68.3,22.9,80.7,7.4,12.0
Barley,Andhra Pradesh,September,Triple Super Phosphate (TSP),71.8,97.5,34.6,31.9,88.2,8.6,38.8
Barley,Assam,March,Anhydrous Ammonia,116.9,55.1,15.7,22.0,21.8,8.8,39.9
Barley,Assam,October,Potash Mobilizing Biofertilizer,59.9,11.6,106.1,33.0,89.2,4.9,43.5
Barley,Maharashtra,August,Vermicompost,6.5,69.8,26.4,17.6,68.8,8.2,44.4
Barley,Maharashtra,February,Zinc Fortified Urea,60.3,2.4,84.4,41.6,40.5,8.0,45.8
Barley,Kerala,January,Single Super Phosphate (SSP),135.9,17.5,79.0,30.9,35.3,6.8,19.1
Barley,Chhattisgarh,November,NPK 30:10:10,102.9,14.5,98.4,10.6,27.9,5.8,41.7
Barley,Andhra Pradesh,September,Calcium Nitrate,125.2,71.1,4.2,30.8,26.2,6.0,15.8
Barley,Chhattisgarh,April,NPK 17:17:17,92.1,46.5,20.4,42.2,70.6,8.1,47.7
Barley,Assam,January,Molybdenum (Ammonium Molybdate),25.1,82.3,114.1,33.9,61.2,7.1,23.0
Barley,Karnataka,December,Azolla,105.9,25.8,51.0,43.0,77.3,7.7,19.6
Barley,Haryana,September,NPK 30:10:10,22.7,4.8,18.9,18.7,95.4,7.5,48.1
Barley,Haryana,September,Green Manure,38.7,65.8,100.1,29.0,46.0,8.8,46.1
Barley,Gujarat,December,Copper Sulphate,3.2,11.5,80.9,24.9,92.0,7.6,48.5
Barley,Andhra Pradesh,November,Potash Mobilizing Biofertilizer,23.4,86.7,70.1,17.4,71.4,4.8,21.2
Barley,Goa,December,Double Super Phosphate (DSP),120.0,62.3,42.6,33.3,31.8,5.4,30.9
Barley,Kerala,April,Compost,55.8,21.3,97.1,23.9,24.1,6.1,47.1
Barley,Kerala,October,Ammonium Sulphate (AS),58.3,67.7,31.8,16.1,44.0,7.9,7.5
Barley,Andhra Pradesh,July,NPK 16:20:0,16.9,72.8,45.3,32.9,72.7,8.0,31.6
Barley,Assam,June,Boron Fortified NPK,130.0,0.3,15.1,32.1,47.5,9.0,41.0
Barley,Bihar,September,Phosphobacteria,80.8,56.5,107.6,11.8,72.3,5.1,42.8
Barley,Gujarat,October,NPK 16:20:0,134.8,71.2,82.4,11.6,30.7,5.1,11.4
Barley,Arunachal Pradesh,August,Boron Fortified NPK,39.5,50.0,95.4,22.3,31.4,8.1,42.1
Barley,Gujarat,August,Gypsum,0.1,37.3,8.0,44.9,75.3,7.0,5.7
Barley,Haryana,November,Diammonium Phosphate (DAP),3.7,97.8,41.8,10.0,85.1,8.0,44.1
Barley,Gujarat,November,Copper Sulphate,49.8,97.7,42.6,19.4,45.6,6.0,32.6
Barley,Andhra Pradesh,June,Phosphobacteria,64.1,95.4,106.2,26.9,67.8,7.7,30.8
Barley,Maharashtra,May,Green Manure,108.6,91.2,40.6,22.8,62.3,6.7,20.4
Barley,Jharkhand,September,Calcium Nitrate,38.6,81.4,78.2,28.1,80.7,7.8,17.5
Barley,Karnataka,July,Polymer Coated Urea,135.0,89.7,118.5,17.5,92.5,4.8,16.5
Barley,Madhya Pradesh,June,Pyrites,0.2,85.6,80.5,24.5,69.3,7.3,19.6
Barley,Gujarat,July,Sulfur Coated Urea,115.8,41.3,91.0,30.3,57.1,5.0,28.9
Barley,Assam,August,Zinc EDTA,107.2,57.5,44.3,13.1,91.5,5.8,21.6
Barley,Madhya Pradesh,May,Boron (Boric Acid/Borax),47.9,80.0,49.4,32.3,51.5,6.4,15.7
Barley,Arunachal Pradesh,April,Vesicular Arbuscular Mycorrhiza (VAM),137.7,74.3,103.1,25.2,58.0,8.3,29.5
Barley,Himachal Pradesh,July,Sulphur-Coated Urea,54.1,6.2,113.7,23.2,70.4,8.8,7.0
Barley,Karnataka,March,Potassium Nitrate,27.9,26.9,33.5,33.6,54.8,4.8,37.7
Barley,Karnataka,December,Manganese Sulphate,103.5,60.4,119.5,33.3,84.2,7.2,42.5
Barley,Kerala,September,NPK 12:32:16,98.2,71.3,113.2,13.8,85.0,5.8,37.7
Barley,Andhra Pradesh,May,Water Soluble NPK (13:40:13),120.1,50.2,74.4,42.3,36.2,7.0,22.5
Barley,Haryana,February,Zinc Sulphate,138.9,32.7,106.6,18.3,72.1,6.5,42.1
Barley,Chhattisgarh,May,Single Super Phosphate (SSP),81.8,7.6,47.5,24.2,99.3,8.9,10.1
Barley,Andhra Pradesh,June,NPK 17:17:17,44.8,49.9,109.4,30.5,63.1,7.9,10.6
Barley,Himachal Pradesh,August,Magnesium Sulphate,71.0,42.4,53.7,20.0,86.9,8.1,16.0
Sorghum (Jowar),Haryana,March,Molybdenum (Ammonium Molybdate),99.3,91.3,44.3,38.4,71.2,6.4,39.9
Sorghum (Jowar),Arunachal Pradesh,February,Rock Phosphate,39.2,22.6,26.8,11.8,23.5,8.0,9.9
Sorghum (Jowar),Haryana,June,Green Manure,130.8,85.8,1.2,43.2,88.9,5.7,37.8
Sorghum (Jowar),Assam,October,Zinc EDTA,123.7,86.8,115.6,31.0,99.2,6.0,23.9
Sorghum (Jowar),Goa,July,Monoammonium Phosphate (MAP),28.3,20.7,44.2,13.8,89.4,6.4,24.2
Sorghum (Jowar),Karnataka,February,Pyrites,75.8,79.8,42.7,25.3,27.1,5.8,37.6
Sorghum (Jowar),Jharkhand,March,Dolomite,88.3,29.6,38.2,14.3,57.2,4.8,45.4
Sorghum (Jowar),Madhya Pradesh,October,NPK 14:28:14,109.9,69.1,119.9,36.9,70.0,5.3,36.6
Sorghum (Jowar),Maharashtra,May,Manganese Sulphate,114.5,11.6,112.7,12.2,79.6,8.4,46.2
Sorghum (Jowar),Andhra Pradesh,June,Zinc EDTA,90.8,64.6,52.3,44.3,26.4,5.6,21.4
Sorghum (Jowar),Bihar,April,Gypsum,75.5,94.3,66.8,19.9,67.2,7.0,25.6
Sorghum (Jowar),Haryana,May,Single Super Phosphate (SSP),135.8,84.5,10.4,15.0,50.8,7.9,26.0
Sorghum (Jowar),Madhya Pradesh,July,Water Soluble NPK (19:19:19),6.1,35.8,38.4,22.3,74.8,8.0,14.2
Sorghum (Jowar),Assam,August,Sulphate of Potash (SOP),98.2,37.7,65.0,28.3,20.6,8.6,24.6
Sorghum (Jowar),Goa,December,Water Soluble NPK (13:40:13),137.4,47.8,24.9,44.6,97.1,8.2,38.2
Sorghum (Jowar),Kerala,February,NPK 19:19:19,70.7,50.3,98.5,24.6,57.7,5.6,37.2
Sorghum (Jowar),Madhya Pradesh,November,Gypsum,0.4,94.5,20.0,28.9,98.5,5.9,41.9
Sorghum (Jowar),Maharashtra,December,Calcium Ammonium Nitrate (CAN),61.5,65.2,34.5,21.9,80.1,6.2,40.9
Sorghum (Jowar),Karnataka,March,Sulphate of Potash (SOP),8.6,97.6,110.2,33.5,93.4,8.2,29.6
Sorghum (Jowar),Karnataka,August,Calcium Nitrate,39.9,98.7,18.0,18.2,24.7,7.0,21.4
Sorghum (Jowar),Andhra Pradesh,May,Chelated Iron,46.4,62.4,21.4,37.8,38.1,6.0,40.0
Sorghum (Jowar),Madhya Pradesh,February,Water Soluble NPK (13:40:13),45.8,27.2,33.8,29.7,59.7,4.9,12.4
Sorghum (Jowar),Andhra Pradesh,November,Molybdenum (Ammonium Molybdate),0.8,81.5,15.3,40.5,60.1,7.4,25.1
Sorghum (Jowar),Gujarat,December,Ammonium Sulphate (AS),29.9,77.5,83.6,15.6,94.8,7.7,48.4
Sorghum (Jowar),Maharashtra,August,Ammonium Nitrate,40.8,74.6,18.6,12.9,79.9,6.6,47.1
Sorghum (Jowar),Assam,October,Anhydrous Ammonia,129.4,33.8,112.2,39.3,80.5,8.2,23.8
Sorghum (Jowar),Madhya Pradesh,July,NPK 14:28:14,138.5,8.5,6.8,15.4,99.0,6.3,25.9
Sorghum (Jowar),Haryana,December,Water Soluble NPK (19:19:19),133.9,98.5,92.0,24.4,25.1,6.3,38.6
Sorghum (Jowar),Chhattisgarh,July,Pyrites,83.9,64.9,100.3,28.0,82.9,8.9,26.9
Sorghum (Jowar),Bihar,October,Manganese Sulphate,133.0,15.9,61.7,19.0,83.5,4.7,46.4
Sorghum (Jowar),Goa,November,Vermicompost,112.2,49.5,119.6,28.1,85.9,5.4,28.6
Sorghum (Jowar),Himachal Pradesh,July,Neem-Coated Urea,4.6,19.5,28.1,18.2,69.6,7.1,28.9
Sorghum (Jowar),Madhya Pradesh,March,Chelated Iron,109.4,92.5,28.9,35.4,82.3,7.6,14.5
Sorghum (Jowar),Maharashtra,July,Vermicompost,136.8,73.8,113.8,36.0,50.7,5.6,5.6
Sorghum (Jowar),Haryana,August,NPK 28:28:0,11.2,44.9,55.7,22.5,77.1,5.2,18.0
Sorghum (Jowar),Haryana,January,NPK 14:35:14,58.6,32.5,46.7,25.7,57.8,7.4,17.8
Sorghum (Jowar),Karnataka,March,Single Super Phosphate (SSP),39.1,77.1,56.6,34.8,50.5,7.1,39.8
Sorghum (Jowar),Goa,September,Single Super Phosphate (SSP),124.9,77.5,116.3,37.3,46.3,8.3,18.6
Sorghum (Jowar),Chhattisgarh,March,Water Soluble NPK (19:19:19),60.0,64.6,95.4,16.4,47.1,6.3,26.8
Sorghum (Jowar),Assam,April,Anhydrous Ammonia,57.2,1.6,103.5,32.5,41.5,4.9,10.1
Sorghum (Jowar),Maharashtra,February,Zinc Fortified Urea,7.1,59.7,53.4,17.0,49.5,8.1,30.8
Sorghum (Jowar),Arunachal Pradesh,May,Monoammonium Phosphate (MAP),133.5,53.0,98.6,14.3,47.8,7.3,49.7
Sorghum (Jowar),Andhra Pradesh,March,Manganese Sulphate,36.9,64.7,25.5,20.3,90.2,8.8,11.7
Sorghum (Jowar),Himachal Pradesh,April,Azotobacter Biofertilizer,112.1,2.7,62.6,26.4,90.3,5.2,20.8
Sorghum (Jowar),Haryana,September,NPK 19:19:19,61.5,10.0,19.9,28.0,50.3,8.5,31.6
Sorghum (Jowar),Himachal Pradesh,January,Zinc EDTA,131.8,69.9,52.9,37.2,98.0,7.0,12.1
Sorghum (Jowar),Maharashtra,December,Double Super Phosphate (DSP),20.3,11.6,62.0,17.1,60.3,6.9,18.0
Sorghum (Jowar),Arunachal Pradesh,May,Ammonium Chloride,0.9,62.7,18.0,25.5,67.2,8.4,12.7
Sorghum (Jowar),Kerala,February,Vesicular Arbuscular Mycorrhiza (VAM),24.9,60.0,29.9,26.3,62.4,4.5,15.3
Sorghum (Jowar),Goa,June,Compost,16.1,25.0,79.9,24.0,35.4,8.1,8.6
Sorghum (Jowar),Assam,June,Vermicompost,94.6,66.8,27.8,13.8,77.0,8.1,25.8
Sorghum (Jowar),Andhra Pradesh,August,NPK 12:32:16,30.3,23.6,89.6,22.9,77.1,4.9,17.1
Sorghum (Jowar),Kerala,November,Ammonium Sulphate (AS),44.4,92.4,20.8,32.9,53.1,6.1,39.3
Sorghum (Jowar),Chhattisgarh,January,Diammonium Phosphate (DAP),18.0,26.5,87.2,14.4,62.7,6.7,48.5
Sorghum (Jowar),Jharkhand,November,Rhizobium Biofertilizer,139.2,45.3,71.8,23.0,34.3,7.5,23.1
Sorghum (Jowar),Goa,August,Farmyard Manure (FYM),69.5,62.5,78.1,24.3,77.0,6.5,23.0
Sorghum (Jowar),Himachal Pradesh,October,Vesicular Arbuscular Mycorrhiza (VAM),47.9,95.8,11.3,39.1,70.0,6.1,29.9
Sorghum (Jowar),Kerala,November,Muriate of Potash (MOP),106.0,40.9,72.5,40.2,27.6,5.2,9.2
Sorghum (Jowar),Andhra Pradesh,September,Boron Fortified NPK,87.2,39.6,116.1,32.8,91.0,8.8,35.2
Sorghum (Jowar),Goa,July,NPK 14:35:14,129.6,17.4,94.9,33.7,79.7,7.5,43.9
Sorghum (Jowar),Kerala,November,Potash Mobilizing Biofertilizer,30.4,40.4,12.3,31.7,85.1,6.7,25.6
Sorghum (Jowar),Arunachal Pradesh,September,Ammonium Sulphate (AS),56.7,45.4,67.0,35.7,20.4,5.2,14.7
Sorghum (Jowar),Himachal Pradesh,April,Compost,57.1,96.5,38.5,21.0,43.7,6.4,17.8
Sorghum (Jowar),Madhya Pradesh,September,Potash Mobilizing Biofertilizer,46.5,18.8,15.4,15.6,30.8,7.0,24.0
Sorghum (Jowar),Gujarat,February,Chelated Iron,36.8,92.7,41.7,33.5,63.8,5.6,24.4
Sorghum (Jowar),Kerala,August,Urea,86.5,53.5,7.6,31.9,65.0,6.3,48.2
Sorghum (Jowar),Goa,June,Molybdenum (Ammonium Molybdate),136.3,56.5,29.8,24.0,59.1,5.9,21.2
Sorghum (Jowar),Assam,March,Phosphobacteria,12.8,8.9,56.4,41.6,72.7,6.9,14.9
Sorghum (Jowar),Madhya Pradesh,April,Vermicompost,111.8,35.6,17.7,35.9,35.1,8.3,9.1
Sorghum (Jowar),Assam,July,Calcium Nitrate,67.8,6.8,33.8,27.3,64.0,7.6,24.2
Sorghum (Jowar),Assam,January,Potash Mobilizing Biofertilizer,18.5,64.0,7.9,12.7,41.3,6.4,35.2
Sorghum (Jowar),Goa,September,NPK 20:20:0,123.9,84.5,63.7,12.4,88.9,8.8,41.4
Sorghum (Jowar),Andhra Pradesh,November,NPK 19:19:19,84.3,89.7,2.0,44.8,35.6,6.4,7.0
Sorghum (Jowar),Assam,March,Potash Mobilizing Biofertilizer,10.7,37.1,47.5,40.4,95.5,7.4,47.1
Sorghum (Jowar),Himachal Pradesh,September,Azolla,53.1,11.1,41.0,42.6,53.6,6.7,49.0
Sorghum (Jowar),Haryana,May,Boron (Boric Acid/Borax),16.7,83.5,98.5,40.9,44.1,5.0,41.6
Sorghum (Jowar),Gujarat,March,Bone Meal,8.9,20.8,28.7,13.0,52.3,8.8,12.2
Sorghum (Jowar),Assam,December,Neem-Coated Urea,33.8,54.2,50.6,14.5,47.6,6.8,14.9
Sorghum (Jowar),Karnataka,January,NPK 10:26:26,2.3,24.0,42.6,16.5,77.7,4.6,6.0
Sorghum (Jowar),Goa,June,Copper Sulphate,77.9,65.6,69.4,15.3,67.7,7.2,19.8
Sorghum (Jowar),Chhattisgarh,August,Potash Mobilizing Biofertilizer,125.7,20.3,80.2,35.7,73.9,6.4,43.3
Sorghum (Jowar),Himachal Pradesh,August,Triple Super Phosphate (TSP),13.5,23.5,89.2,17.1,70.0,6.6,13.6
Sorghum (Jowar),Maharashtra,January,Green Manure,79.0,8.3,34.4,10.2,91.2,5.6,10.8
Sorghum (Jowar),Gujarat,October,NPK 14:35:14,6.1,13.6,92.6,11.2,72.7,6.3,7.4
Sorghum (Jowar),Assam,December,Green Manure,0.6,67.7,116.3,36.7,29.2,7.3,34.9
Sorghum (Jowar),Chhattisgarh,June,Vesicular Arbuscular Mycorrhiza (VAM),67.4,77.3,23.0,14.6,78.6,7.2,48.2
Sorghum (Jowar),Kerala,April,Ammonium Sulphate (AS),92.5,43.0,54.3,30.1,77.1,6.5,6.7
Sorghum (Jowar),Haryana,December,Monoammonium Phosphate (MAP),56.7,67.5,73.6,38.0,99.7,4.7,28.9
Sorghum (Jowar),Gujarat,December,NPK 10:26:26,17.6,59.8,37.6,36.1,49.1,8.4,7.6
Sorghum (Jowar),Andhra Pradesh,November,Single Super Phosphate (SSP),47.5,63.2,21.3,26.9,30.8,6.1,11.5
Sorghum (Jowar),Chhattisgarh,March,Azolla,37.2,65.6,53.5,26.5,59.8,7.1,29.2
Sorghum (Jowar),Goa,August,Phosphobacteria,99.5,89.1,96.5,23.4,90.0,7.5,24.0
Sorghum (Jowar),Madhya Pradesh,June,NPK 16:20:0,29.8,78.3,88.7,23.2,95.5,6.6,18.3
Sorghum (Jowar),Karnataka,May,Gypsum,107.2,51.0,48.0,25.0,43.6,4.6,12.2
Sorghum (Jowar),Gujarat,January,Double Super Phosphate (DSP),15.7,29.4,101.2,37.4,31.0,6.3,34.6
Sorghum (Jowar),Andhra Pradesh,October,Water Soluble NPK (19:19:19),16.8,69.5,56.8,38.6,65.8,4.8,32.8
Sorghum (Jowar),Himachal Pradesh,September,Magnesium Sulphate,102.3,32.7,117.8,30.5,71.0,7.0,36.3
Sorghum (Jowar),Assam,February,Triple Super Phosphate (TSP),105.0,42.7,35.1,22.9,86.4,7.1,19.5
Sorghum (Jowar),Madhya Pradesh,February,Boron Fortified NPK,24.2,4.5,109.8,34.0,94.0,4.8,17.3
Sorghum (Jowar),Bihar,November,NPK 14:28:14,21.1,15.1,115.1,22.8,20.7,4.9,35.1
Pearl Millet (Bajra),Bihar,May,NPK 14:28:14,78.2,79.7,44.9,41.2,99.9,7.0,47.0
Pearl Millet (Bajra),Karnataka,September,NPK 20:20:0,114.7,63.9,61.1,14.1,63.1,5.7,23.6
Pearl Millet (Bajra),Arunachal Pradesh,November,Vermicompost,0.1,8.5,100.5,20.8,34.1,7.3,36.3
Pearl Millet (Bajra),Haryana,July,NPK 14:35:14,61.9,29.8,69.7,17.1,89.7,7.7,42.9
Pearl Millet (Bajra),Madhya Pradesh,November,NPK 15:15:15,65.5,70.5,114.4,13.6,57.1,4.9,47.7
Pearl Millet (Bajra),Jharkhand,March,Molybdenum (Ammonium Molybdate),70.8,14.1,28.0,11.2,79.6,4.7,5.7
Pearl Millet (Bajra),Haryana,July,Water Soluble NPK (13:40:13),83.6,0.0,55.9,32.9,56.0,5.1,44.4
Pearl Millet (Bajra),Gujarat,August,Polymer Coated Urea,65.6,38.6,48.8,17.7,24.8,7.4,17.2
Pearl Millet (Bajra),Assam,July,NPK 20:20:0,34.4,52.0,93.4,39.2,60.0,7.2,37.9
Pearl Millet (Bajra),Goa,September,Water Soluble NPK (13:40:13),115.1,34.0,108.8,26.7,95.3,7.1,32.0
Pearl Millet (Bajra),Goa,November,Zinc Sulphate,3.2,72.1,73.7,22.6,22.5,7.6,6.7
Pearl Millet (Bajra),Maharashtra,April,Bone Meal,137.7,88.9,71.0,11.3,20.2,6.7,16.1
